File_Name,Charge,Y_value,M,Vibration mode,Displacement,Chemicals_1,Chemicals_2,Chemicals_3,Chemicals_4,Chemicals_5,Chemicals_6,Chemicals_7
Ag7_1_03_1_1.dat,1 ,392.80,03,1,1,"['Ag', '-2.638937', '-0.886752', '-0.712598']","['Ag', '-1.764352', '1.446179', '0.634497']","['Ag', '-0.587066', '-1.770256', '1.166046']","['Ag', '2.505972', '0.556747', '0.280718']","['Ag', '1.798545', '-2.183910', '-0.352729']","['Ag', '0.074470', '0.056184', '-0.885751']","['Ag', '0.611369', '2.781808', '-0.130183']"
Ag7_1_03_4_-0.3.dat,1 ,389.54,03,4,-0.3,"['Ag', '2.581725', '-0.902067', '-0.515620']","['Ag', '0.416593', '-2.197128', '0.785147']","['Ag', '1.694249', '1.458617', '0.783638']","['Ag', '-2.109961', '0.738100', '0.785080']","['Ag', '-0.509488', '2.686043', '-0.515126']","['Ag', '0.000657', '0.000047', '-0.806673']","['Ag', '-2.073774', '-1.783611', '-0.516446']"
Ag7_1_03_4_-0.5.dat,1 ,391.83,03,4,-0.5,"['Ag', '2.528321', '-0.898104', '-0.593730']","['Ag', '0.405063', '-2.199491', '0.844456']","['Ag', '1.702122', '1.449417', '0.841908']","['Ag', '-2.105863', '0.749118', '0.844643']","['Ag', '-0.486154', '2.637251', '-0.592938']","['Ag', '0.001039', '0.000200', '-0.748958']","['Ag', '-2.044529', '-1.738391', '-0.595381']"
Ag7_1_03_4_-1.5.dat,1 ,424.07,03,4,-1.5,"['Ag', '2.282269', '-0.818485', '-0.984941']","['Ag', '0.395968', '-2.203330', '1.139421']","['Ag', '1.708863', '1.439934', '1.134323']","['Ag', '-2.102138', '0.756145', '1.142975']","['Ag', '-0.430170', '2.383039', '-0.980575']","['Ag', '0.002706', '0.000939', '-0.460383']","['Ag', '-1.857498', '-1.558243', '-0.990819']"
Ag7_1_03_4_-1.dat,1 ,404.31,03,4,-1,"['Ag', '2.404112', '-0.861719', '-0.789176']","['Ag', '0.398004', '-2.201543', '0.992396']","['Ag', '1.707258', '1.443014', '0.987794']","['Ag', '-2.103051', '0.755441', '0.993675']","['Ag', '-0.455023', '2.510397', '-0.787172']","['Ag', '0.001920', '0.000571', '-0.604671']","['Ag', '-1.953219', '-1.646161', '-0.792845']"
Ag7_1_03_4_0.3.dat,1 ,390.32,03,4,0.3,"['Ag', '-1.006645', '2.708895', '0.281503']","['Ag', '-2.204447', '0.373486', '-0.606959']","['Ag', '1.425900', '1.721617', '-0.608953']","['Ag', '0.779103', '-2.095819', '-0.606524']","['Ag', '2.850372', '-0.482307', '0.281467']","['Ag', '-0.000453', '-0.000620', '0.979816']","['Ag', '-1.843829', '-2.225251', '0.279650']"
Ag7_1_03_4_0.5.dat,1 ,392.26,03,4,0.5,"['Ag', '-1.017352', '2.760087', '0.203537']","['Ag', '-2.203369', '0.379271', '-0.547504']","['Ag', '1.430632', '1.717525', '-0.550742']","['Ag', '0.773454', '-2.098139', '-0.547047']","['Ag', '2.900744', '-0.498441', '0.203533']","['Ag', '-0.000632', '-0.001092', '1.037529']","['Ag', '-1.883477', '-2.259211', '0.200694']"
Ag7_1_03_4_1.5.dat,1 ,408.25,03,4,1.5,"['Ag', '-1.097901', '3.006312', '-0.185678']","['Ag', '-2.202172', '0.384939', '-0.249999']","['Ag', '1.436061', '1.711689', '-0.259608']","['Ag', '0.766788', '-2.101889', '-0.249980']","['Ag', '3.157818', '-0.549954', '-0.186283']","['Ag', '-0.001672', '-0.003897', '1.326096']","['Ag', '-2.058924', '-2.447199', '-0.194549']"
Ag7_1_03_4_1.dat,1 ,398.94,03,4,1,"['Ag', '-1.055762', '2.883817', '0.008791']","['Ag', '-2.202437', '0.383786', '-0.398788']","['Ag', '1.434663', '1.713611', '-0.405206']","['Ag', '0.768631', '-2.100523', '-0.398444']","['Ag', '3.028868', '-0.526315', '0.008644']","['Ag', '-0.001119', '-0.002392', '1.181814']","['Ag', '-1.972844', '-2.351984', '0.003190']"
Ag7_1_03_5_-0.3.dat,1 ,390.68,03,5,-0.3,"['Ag', '-1.854778', '-2.087379', '-0.408796']","['Ag', '-2.319270', '0.394499', '0.763790']","['Ag', '0.769192', '-1.996019', '0.639531']","['Ag', '1.514271', '1.621892', '0.684810']","['Ag', '2.894010', '-0.518678', '-0.342707']","['Ag', '-0.069407', '0.044873', '-0.893280']","['Ag', '-0.934018', '2.540812', '-0.443349']"
Ag7_1_03_5_-1.5.dat,1 ,496.82,03,5,-1.5,"['Ag', '-1.948340', '-1.898942', '-0.462915']","['Ag', '-2.808034', '0.312459', '1.029393']","['Ag', '0.876674', '-1.544821', '0.407258']","['Ag', '1.747265', '1.323681', '0.651160']","['Ag', '3.413592', '-0.511374', '-0.114776']","['Ag', '-0.346036', '0.226212', '-0.893714']","['Ag', '-0.935121', '2.092786', '-0.616405']"
Ag7_1_03_5_-1.dat,1 ,418.21,03,5,-1,"['Ag', '-1.909302', '-1.977820', '-0.437436']","['Ag', '-2.603966', '0.349112', '0.919534']","['Ag', '0.832432', '-1.732665', '0.505406']","['Ag', '1.649896', '1.448271', '0.663004']","['Ag', '3.197239', '-0.515424', '-0.210431']","['Ag', '-0.230704', '0.149957', '-0.893612']","['Ag', '-0.935596', '2.278569', '-0.546465']"
Ag7_1_03_5_0.3.dat,1 ,391.00,03,5,0.3,"['Ag', '2.179484', '-1.810055', '-0.389401']","['Ag', '-0.431972', '-2.075861', '0.627679']","['Ag', '2.222759', '0.711197', '0.752761']","['Ag', '-1.769390', '1.399924', '0.707698']","['Ag', '0.521443', '2.633717', '-0.453069']","['Ag', '0.044881', '0.069103', '-0.893269']","['Ag', '-2.767204', '-0.928024', '-0.352399']"
Ag7_1_03_5_0.5.dat,1 ,395.99,03,5,0.5,"['Ag', '2.210779', '-1.794477', '-0.383997']","['Ag', '-0.443269', '-1.995059', '0.581614']","['Ag', '2.298170', '0.691955', '0.790322']","['Ag', '-1.819074', '1.361264', '0.716190']","['Ag', '0.520974', '2.547255', '-0.488979']","['Ag', '0.074848', '0.115440', '-0.893292']","['Ag', '-2.842428', '-0.926378', '-0.321858']"
Ag7_1_03_5_1.5.dat,1 ,609.83,03,5,1.5,"['Ag', '2.366626', '-1.717078', '-0.367583']","['Ag', '-0.498014', '-1.592089', '0.344073']","['Ag', '2.675995', '0.587045', '0.978324']","['Ag', '-2.067459', '1.166880', '0.766366']","['Ag', '0.516211', '2.118095', '-0.658667']","['Ag', '0.225607', '0.350452', '-0.891971']","['Ag', '-3.218966', '-0.913305', '-0.170543']"
Ag7_1_03_5_1.dat,1 ,437.23,03,5,1,"['Ag', '2.288686', '-1.755915', '-0.373224']","['Ag', '-0.471120', '-1.793371', '0.464550']","['Ag', '2.486985', '0.641535', '0.884143']","['Ag', '-1.943148', '1.264654', '0.739507']","['Ag', '0.519298', '2.331700', '-0.576215']","['Ag', '0.150004', '0.232013', '-0.893149']","['Ag', '-3.030706', '-0.920616', '-0.245612']"
Ag7_1_03_9_-0.3.dat,1 ,391.52,03,9,-0.3,"['Ag', '2.391915', '-1.200599', '0.347684']","['Ag', '1.906626', '1.253434', '-0.692531']","['Ag', '0.132833', '-2.276544', '-0.691195']","['Ag', '-2.038735', '1.023388', '-0.690710']","['Ag', '-2.236022', '-1.470707', '0.345739']","['Ag', '-0.000199', '-0.000137', '1.033816']","['Ag', '-0.156416', '2.671164', '0.347198']"
Ag7_1_03_9_-0.5.dat,1 ,396.88,03,9,-0.5,"['Ag', '2.360355', '-1.055632', '0.313811']","['Ag', '1.873907', '1.354574', '-0.690041']","['Ag', '0.237234', '-2.298091', '-0.687862']","['Ag', '-2.109879', '0.944220', '-0.687389']","['Ag', '-2.094977', '-1.515435', '0.310640']","['Ag', '-0.000529', '-0.000385', '1.127530']","['Ag', '-0.266111', '2.570748', '0.313312']"
Ag7_1_03_9_-1.5.dat,1 ,443.57,03,9,-1.5,"['Ag', '-1.986734', '0.774830', '0.144711']","['Ag', '-1.928218', '-1.535834', '-0.675652']","['Ag', '-0.369622', '2.431604', '-0.672158']","['Ag', '2.292969', '-0.899402', '-0.671760']","['Ag', '1.666258', '1.329773', '0.134626']","['Ag', '0.003694', '0.002915', '1.596095']","['Ag', '0.321653', '-2.103886', '0.144138']"
Ag7_1_03_9_-1.dat,1 ,418.74,03,9,-1,"['Ag', '-2.186141', '0.886480', '0.229203']","['Ag', '-1.886467', '-1.465099', '-0.683317']","['Ag', '-0.327894', '2.362321', '-0.679777']","['Ag', '2.211521', '-0.899196', '-0.679339']","['Ag', '1.862054', '1.447988', '0.222748']","['Ag', '0.001736', '0.001337', '1.361814']","['Ag', '0.325191', '-2.333831', '0.228668']"
Ag7_1_03_9_0.3.dat,1 ,393.36,03,9,0.3,"['Ag', '-0.729879', '2.856562', '-0.449393']","['Ag', '1.567340', '1.530100', '0.699478']","['Ag', '-2.109328', '0.591511', '0.701451']","['Ag', '0.541224', '-2.122150', '0.700935']","['Ag', '-2.109617', '-2.059763', '-0.450854']","['Ag', '0.000340', '0.000348', '-0.752673']","['Ag', '2.839921', '-0.796608', '-0.448945']"
Ag7_1_03_9_0.5.dat,1 ,401.05,03,9,0.5,"['Ag', '-0.876430', '2.909889', '-0.483325']","['Ag', '1.480621', '1.572638', '0.701651']","['Ag', '-2.103376', '0.494729', '0.704940']","['Ag', '0.621700', '-2.068278', '0.704416']","['Ag', '-2.082902', '-2.213043', '-0.485834']","['Ag', '0.000398', '0.000442', '-0.658958']","['Ag', '2.959988', '-0.696377', '-0.482889']"
Ag7_1_03_9_1.5.dat,1 ,511.85,03,9,1.5,"['Ag', '-1.160890', '3.293831', '-0.653184']","['Ag', '1.308933', '1.522820', '0.711751']","['Ag', '-1.976946', '0.368926', '0.722761']","['Ag', '0.665869', '-1.894058', '0.722207']","['Ag', '-2.274989', '-2.649816', '-0.660344']","['Ag', '0.000299', '0.000366', '-0.190387']","['Ag', '3.437725', '-0.642069', '-0.652805']"
Ag7_1_03_9_1.dat,1 ,439.04,03,9,1,"['Ag', '-1.047249', '3.093241', '-0.568214']","['Ag', '1.377145', '1.564101', '0.706841']","['Ag', '-2.045579', '0.408357', '0.713781']","['Ag', '0.666769', '-1.974152', '0.713241']","['Ag', '-2.157195', '-2.451883', '-0.573169']","['Ag', '0.000419', '0.000498', '-0.424672']","['Ag', '3.205690', '-0.640162', '-0.567807']"
Ag7_1_03_eq.dat,1 ,388.73,03,1,0,"['Ag', '1.075762', '2.598441', '-0.398521']","['Ag', '2.216853', '0.292275', '0.696093']","['Ag', '-1.361349', '1.773269', '0.696280']","['Ag', '-0.855666', '-2.065408', '0.695778']","['Ag', '-2.788279', '-0.367397', '-0.398329']","['Ag', '0.000204', '0.000036', '-0.893244']","['Ag', '1.712475', '-2.231216', '-0.398055']"
Ag2_0_01_1_0.6.dat,0,120.39,01,1,0.6,"['Ag', '0.000000', '0.000000', '1.725305']","['Ag', '0.000000', '0.000000', '-1.725305']",,,,,
Ag2_-1_01_1_-0.1.dat,-1,79.52,01,1,-0.1,"['Ag', '0.000000', '0.000000', '1.311183']","['Ag', '0.000000', '0.000000', '-1.311183']",,,,,
Ag2_1_01_1_0.3.dat,1,275.53,01,1,0.3,"['Ag', '0.000000', '0.000000', '1.609997']","['Ag', '0.000000', '0.000000', '-1.609997']",,,,,
Ag3_0_01_2_0.1.dat,0,154.06,01,2,0.1,"['Ag', '0.000000', '1.257384', '0.000000']","['Ag', '1.882277', '-0.487683', '0.000000']","['Ag', '-1.882277', '-0.769701', '0.000000']",,,,
Ag3_0_01_2_-0.1.dat,0,154.06,01,2,-0.1,"['Ag', '0.000000', '1.257384', '0.000000']","['Ag', '1.882277', '-0.769701', '0.000000']","['Ag', '-1.882277', '-0.487683', '0.000000']",,,,
Ag3_0_01_2_0.2.dat,0,156.48,01,2,0.2,"['Ag', '0.000000', '1.263327', '-0.000000']","['Ag', '1.867549', '-0.350972', '-0.000000']","['Ag', '-1.867549', '-0.912356', '0.000000']",,,,
Ag3_0_01_2_-0.2.dat,0,156.48,01,2,-0.2,"['Ag', '0.000000', '1.263327', '0.000000']","['Ag', '1.867549', '-0.912356', '0.000000']","['Ag', '-1.867549', '-0.350972', '0.000000']",,,,
Ag3_0_01_2_0.3.dat,0,161.12,01,2,0.3,"['Ag', '0.000000', '1.273171', '-0.000000']","['Ag', '1.843396', '-0.218803', '-0.000000']","['Ag', '-1.843396', '-1.054368', '0.000000']",,,,
Ag3_0_01_2_-0.3.dat,0,161.12,01,2,-0.3,"['Ag', '0.000000', '1.273171', '0.000000']","['Ag', '1.843396', '-1.054368', '0.000000']","['Ag', '-1.843396', '-0.218803', '0.000000']",,,,
Ag3_0_01_2_0.4.dat,0,168.90,01,2,0.4,"['Ag', '0.000000', '1.286826', '0.000000']","['Ag', '1.810381', '-0.092280', '0.000000']","['Ag', '-1.810381', '-1.194546', '-0.000000']",,,,
Ag3_0_01_2_-0.4.dat,0,168.90,01,2,-0.4,"['Ag', '0.000000', '1.286826', '0.000000']","['Ag', '1.810381', '-1.194546', '0.000000']","['Ag', '-1.810381', '-0.092280', '0.000000']",,,,
Ag3_0_01_2_0.5.dat,0,181.24,01,2,0.5,"['Ag', '0.000000', '1.304172', '-0.000000']","['Ag', '1.769233', '0.027667', '-0.000000']","['Ag', '-1.769233', '-1.331839', '0.000000']",,,,
Ag3_0_01_2_-0.5.dat,0,181.24,01,2,-0.5,"['Ag', '0.000000', '1.304172', '0.000000']","['Ag', '1.769233', '-1.331839', '0.000000']","['Ag', '-1.769233', '0.027667', '0.000000']",,,,
Ag3_-1_01_2_-0.4.dat,-1,185.46,01,2,-0.4,"['Ag', '0.000000', '1.014724', '-1.050792']","['Ag', '0.000000', '-0.000000', '2.101584']","['Ag', '-0.000000', '-1.014724', '-1.050792']",,,,
Ag3_1_01_3_0.2.dat,1,282.79,01,3,0.2,"['Ag', '-0.000000', '0.000000', '1.695859']","['Ag', '0.000000', '1.468198', '-0.847929']","['Ag', '-0.000000', '-1.468198', '-0.847929']",,,,
Ag3_-1_02_1_-0.1.dat,-1,101.18,02,1,-0.1,"['Ag', '0.000000', '2.693827', '-0.041000']","['Ag', '-0.000000', '-0.000000', '0.082000']","['Ag', '-0.000000', '-2.693827', '-0.041000']",,,,
Ag4_0_01_2_-0.3.dat,0,177.73,01,2,-0.3,"['Ag', '1.255439', '2.113578', '0.000102']","['Ag', '-1.255439', '0.463482', '-0.000102']","['Ag', '1.255439', '-0.463482', '-0.000102']","['Ag', '-1.255439', '-2.113578', '0.000102']",,,
Ag4_0_01_4_0.5.dat,0,187.31,01,4,0.5,"['Ag', '1.114442', '2.560270', '0.000102']","['Ag', '-1.114442', '0.481733', '-0.000102']","['Ag', '1.114442', '-0.481733', '-0.000102']","['Ag', '-1.114442', '-2.560270', '0.000102']",,,
Ag4_0_01_6_0.2.dat,0,180.69,01,6,0.2,"['Ag', '-1.261125', '2.161333', '0.000102']","['Ag', '-1.261125', '-0.735809', '-0.000102']","['Ag', '1.261125', '0.735809', '-0.000102']","['Ag', '1.261125', '-2.161333', '0.000102']",,,
Ag4_-1_01_2_-0.3.dat,-1,145.27,01,2,-0.3,"['Ag', '-0.000000', '4.070048', '0.150000']","['Ag', '-0.000000', '1.371537', '-0.150000']","['Ag', '-0.000000', '-1.371537', '-0.150000']","['Ag', '-0.000000', '-4.070048', '0.150000']",,,
Ag4_-1_01_4_0.5.dat,-1,147.03,01,4,0.5,"['Ag', '0.556037', '4.033527', '0.000000']","['Ag', '0.556037', '1.297752', '0.000000']","['Ag', '-0.556037', '-1.297752', '0.000000']","['Ag', '-0.556037', '-4.033527', '0.000000']",,,
Ag4_1_01_6_0.1.dat,1,326.98,01,6,0.1,"['Ag', '0.000000', '1.398362', '-1.924918']","['Ag', '-0.000000', '-1.398362', '-1.924918']","['Ag', '0.000000', '-0.000000', '3.270847']","['Ag', '0.000000', '-0.000000', '0.578990']",,,
Ag4_1_01_6_-0.1.dat,1,325.61,01,6,-0.1,"['Ag', '0.000000', '1.302362', '-1.879418']","['Ag', '-0.000000', '-1.302362', '-1.879418']","['Ag', '0.000000', '0.000000', '3.306347']","['Ag', '0.000000', '0.000000', '0.452490']",,,
Ag4_1_01_6_0.2.dat,1,330.71,01,6,0.2,"['Ag', '0.000000', '1.446362', '-1.947668']","['Ag', '-0.000000', '-1.446362', '-1.947668']","['Ag', '0.000000', '-0.000000', '3.253097']","['Ag', '0.000000', '-0.000000', '0.642240']",,,
Ag4_1_01_6_-0.2.dat,1,329.62,01,6,-0.2,"['Ag', '0.000000', '1.254362', '-1.856668']","['Ag', '-0.000000', '-1.254362', '-1.856668']","['Ag', '0.000000', '0.000000', '3.324097']","['Ag', '0.000000', '0.000000', '0.389240']",,,
Ag4_-1_01_6_0.2.dat,-1,148.43,01,6,0.2,"['Ag', '0.000000', '0.000000', '4.170048']","['Ag', '0.000000', '0.000000', '1.271537']","['Ag', '0.000000', '0.000000', '-1.471537']","['Ag', '0.000000', '0.000000', '-3.970048']",,,
Ag4_1_01_6_0.3.dat,1,336.00,01,6,0.3,"['Ag', '0.000000', '1.494362', '-1.970418']","['Ag', '-0.000000', '-1.494362', '-1.970418']","['Ag', '0.000000', '-0.000000', '3.235347']","['Ag', '0.000000', '-0.000000', '0.705490']",,,
Ag4_1_01_6_-0.3.dat,1,338.72,01,6,-0.3,"['Ag', '0.000000', '1.206362', '-1.833918']","['Ag', '-0.000000', '-1.206362', '-1.833918']","['Ag', '0.000000', '-0.000000', '3.341847']","['Ag', '0.000000', '-0.000000', '0.325990']",,,
Ag4_1_01_6_0.4.dat,1,342.80,01,6,0.4,"['Ag', '0.000000', '1.542362', '-1.993168']","['Ag', '-0.000000', '-1.542362', '-1.993168']","['Ag', '0.000000', '0.000000', '3.217597']","['Ag', '0.000000', '0.000000', '0.768740']",,,
Ag4_1_01_6_-0.4.dat,1,355.39,01,6,-0.4,"['Ag', '0.000000', '1.158362', '-1.811168']","['Ag', '-0.000000', '-1.158362', '-1.811168']","['Ag', '0.000000', '0.000000', '3.359597']","['Ag', '0.000000', '0.000000', '0.262740']",,,
Ag4_1_01_6_0.5.dat,1,351.35,01,6,0.5,"['Ag', '0.000000', '1.590362', '-2.015918']","['Ag', '-0.000000', '-1.590362', '-2.015918']","['Ag', '0.000000', '-0.000000', '3.199847']","['Ag', '0.000000', '-0.000000', '0.831990']",,,
Ag4_1_01_6_-0.5.dat,1,383.35,01,6,-0.5,"['Ag', '0.000000', '1.110362', '-1.788418']","['Ag', '-0.000000', '-1.110362', '-1.788418']","['Ag', '0.000000', '0.000000', '3.377347']","['Ag', '0.000000', '0.000000', '0.199490']",,,
Ag4_-1_02_1_0.4.dat,-1,144.63,02,1,0.4,"['Ag', '2.129567', '-1.213118', '0.000000']","['Ag', '-0.538307', '-2.182901', '0.000000']","['Ag', '-1.591260', '2.792964', '0.000000']","['Ag', '0.000000', '0.603054', '0.000000']",,,
Ag4_-1_02_3_0.3.dat,-1,146.66,02,3,0.3,"['Ag', '0.000000', '1.318596', '-2.006961']","['Ag', '-0.000000', '-1.318596', '-2.006961']","['Ag', '0.000000', '-0.000000', '3.378724']","['Ag', '0.000000', '-0.000000', '0.635198']",,,
Ag4_-1_02_5_-0.1.dat,-1,143.59,02,5,-0.1,"['Ag', '0.000000', '1.350596', '-1.856711']","['Ag', '-0.000000', '-1.350596', '-1.856711']","['Ag', '0.000000', '-0.000000', '3.164974']","['Ag', '0.000000', '-0.000000', '0.548448']",,,
Ag4_-1_03_1_0.1.dat,-1,141.23,03,1,0.1,"['Ag', '0.000000', '2.373503', '0.050000']","['Ag', '1.450885', '-0.000000', '-0.050000']","['Ag', '-1.450885', '0.000000', '-0.050000']","['Ag', '-0.000000', '-2.373503', '0.050000']",,,
Ag4_-1_03_1_-0.1.dat,-1,141.23,03,1,-0.1,"['Ag', '0.000000', '2.373503', '0.050000']","['Ag', '-1.450885', '0.000000', '-0.050000']","['Ag', '1.450885', '-0.000000', '-0.050000']","['Ag', '-0.000000', '-2.373503', '0.050000']",,,
Ag4_-1_03_1_0.2.dat,-1,141.46,03,1,0.2,"['Ag', '0.000000', '2.373503', '0.100000']","['Ag', '1.450885', '-0.000000', '-0.100000']","['Ag', '-1.450885', '0.000000', '-0.100000']","['Ag', '-0.000000', '-2.373503', '0.100000']",,,
Ag4_-1_03_1_-0.2.dat,-1,141.46,03,1,-0.2,"['Ag', '0.000000', '2.373503', '0.100000']","['Ag', '-1.450885', '0.000000', '-0.100000']","['Ag', '1.450885', '-0.000000', '-0.100000']","['Ag', '-0.000000', '-2.373503', '0.100000']",,,
Ag4_-1_03_1_0.3.dat,-1,141.85,03,1,0.3,"['Ag', '0.000000', '2.373503', '0.150000']","['Ag', '1.450885', '-0.000000', '-0.150000']","['Ag', '-1.450885', '0.000000', '-0.150000']","['Ag', '-0.000000', '-2.373503', '0.150000']",,,
Ag4_-1_03_1_-0.3.dat,-1,141.85,03,1,-0.3,"['Ag', '0.000000', '2.373503', '0.150000']","['Ag', '-1.450885', '0.000000', '-0.150000']","['Ag', '1.450885', '-0.000000', '-0.150000']","['Ag', '-0.000000', '-2.373503', '0.150000']",,,
Ag4_-1_03_1_0.4.dat,-1,142.42,03,1,0.4,"['Ag', '0.000000', '2.373503', '0.200000']","['Ag', '1.450885', '-0.000000', '-0.200000']","['Ag', '-1.450885', '0.000000', '-0.200000']","['Ag', '-0.000000', '-2.373503', '0.200000']",,,
Ag4_-1_03_1_-0.4.dat,-1,142.42,03,1,-0.4,"['Ag', '0.000000', '2.373503', '0.200000']","['Ag', '-1.450885', '0.000000', '-0.200000']","['Ag', '1.450885', '-0.000000', '-0.200000']","['Ag', '-0.000000', '-2.373503', '0.200000']",,,
Ag4_-1_03_1_0.5.dat,-1,143.18,03,1,0.5,"['Ag', '0.000000', '2.373503', '0.250000']","['Ag', '1.450885', '-0.000000', '-0.250000']","['Ag', '-1.450885', '0.000000', '-0.250000']","['Ag', '-0.000000', '-2.373503', '0.250000']",,,
Ag4_-1_03_1_-0.5.dat,-1,143.18,03,1,-0.5,"['Ag', '0.000000', '2.373503', '0.250000']","['Ag', '-1.450885', '0.000000', '-0.250000']","['Ag', '1.450885', '-0.000000', '-0.250000']","['Ag', '-0.000000', '-2.373503', '0.250000']",,,
Ag4_-1_03_2_0.1.dat,-1,141.16,03,2,0.1,"['Ag', '0.000000', '0.000000', '2.424503']","['Ag', '0.000000', '1.401885', '0.000000']","['Ag', '-0.000000', '-1.401885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.424503']",,,
Ag4_-1_03_2_-0.1.dat,-1,141.61,03,2,-0.1,"['Ag', '0.000000', '0.000000', '2.322503']","['Ag', '0.000000', '1.499885', '0.000000']","['Ag', '-0.000000', '-1.499885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.322503']",,,
Ag4_-1_03_2_0.2.dat,-1,141.83,03,2,0.2,"['Ag', '0.000000', '0.000000', '2.475503']","['Ag', '0.000000', '1.352885', '0.000000']","['Ag', '-0.000000', '-1.352885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.475503']",,,
Ag4_-1_03_2_-0.2.dat,-1,142.39,03,2,-0.2,"['Ag', '0.000000', '0.000000', '2.271503']","['Ag', '0.000000', '1.548885', '0.000000']","['Ag', '-0.000000', '-1.548885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.271503']",,,
Ag4_-1_03_2_0.3.dat,-1,143.47,03,2,0.3,"['Ag', '0.000000', '0.000000', '2.526503']","['Ag', '0.000000', '1.303885', '0.000000']","['Ag', '-0.000000', '-1.303885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.526503']",,,
Ag4_-1_03_2_-0.3.dat,-1,143.40,03,2,-0.3,"['Ag', '0.000000', '0.000000', '2.220503']","['Ag', '0.000000', '1.597885', '0.000000']","['Ag', '-0.000000', '-1.597885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.220503']",,,
Ag4_-1_03_2_0.4.dat,-1,146.52,03,2,0.4,"['Ag', '0.000000', '0.000000', '2.577503']","['Ag', '0.000000', '1.254885', '0.000000']","['Ag', '-0.000000', '-1.254885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.577503']",,,
Ag4_-1_03_2_-0.4.dat,-1,144.59,03,2,-0.4,"['Ag', '0.000000', '0.000000', '2.169503']","['Ag', '0.000000', '1.646885', '0.000000']","['Ag', '-0.000000', '-1.646885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.169503']",,,
Ag4_-1_03_2_0.5.dat,-1,151.65,03,2,0.5,"['Ag', '0.000000', '0.000000', '2.628503']","['Ag', '0.000000', '1.205885', '0.000000']","['Ag', '-0.000000', '-1.205885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.628503']",,,
Ag4_-1_03_2_-0.5.dat,-1,145.91,03,2,-0.5,"['Ag', '0.000000', '0.000000', '2.118503']","['Ag', '0.000000', '1.695885', '0.000000']","['Ag', '-0.000000', '-1.695885', '0.000000']","['Ag', '0.000000', '0.000000', '-2.118503']",,,
Ag4_-1_03_3_0.1.dat,-1,141.38,03,3,0.1,"['Ag', '-0.000000', '2.373503', '-0.050000']","['Ag', '-0.000000', '-0.000000', '-1.400885']","['Ag', '0.000000', '0.000000', '1.500885']","['Ag', '-0.000000', '-2.373503', '-0.050000']",,,
Ag4_-1_03_3_-0.1.dat,-1,141.38,03,3,-0.1,"['Ag', '0.000000', '2.373503', '-0.050000']","['Ag', '0.000000', '-0.000000', '1.500885']","['Ag', '-0.000000', '0.000000', '-1.400885']","['Ag', '-0.000000', '-2.373503', '-0.050000']",,,
Ag4_-1_03_3_0.2.dat,-1,142.04,03,3,0.2,"['Ag', '-0.000000', '2.373503', '-0.100000']","['Ag', '-0.000000', '-0.000000', '-1.350885']","['Ag', '0.000000', '0.000000', '1.550885']","['Ag', '-0.000000', '-2.373503', '-0.100000']",,,
Ag4_-1_03_3_-0.2.dat,-1,142.04,03,3,-0.2,"['Ag', '0.000000', '2.373503', '-0.100000']","['Ag', '0.000000', '-0.000000', '1.550885']","['Ag', '-0.000000', '0.000000', '-1.350885']","['Ag', '-0.000000', '-2.373503', '-0.100000']",,,
Ag4_-1_03_3_0.3.dat,-1,143.09,03,3,0.3,"['Ag', '-0.000000', '2.373503', '-0.150000']","['Ag', '-0.000000', '-0.000000', '-1.300885']","['Ag', '0.000000', '0.000000', '1.600885']","['Ag', '-0.000000', '-2.373503', '-0.150000']",,,
Ag4_-1_03_3_-0.3.dat,-1,143.09,03,3,-0.3,"['Ag', '0.000000', '2.373503', '-0.150000']","['Ag', '0.000000', '-0.000000', '1.600885']","['Ag', '-0.000000', '0.000000', '-1.300885']","['Ag', '-0.000000', '-2.373503', '-0.150000']",,,
Ag4_-1_03_3_0.4.dat,-1,144.53,03,3,0.4,"['Ag', '-0.000000', '2.373503', '-0.200000']","['Ag', '-0.000000', '-0.000000', '-1.250885']","['Ag', '0.000000', '0.000000', '1.650885']","['Ag', '-0.000000', '-2.373503', '-0.200000']",,,
Ag4_-1_03_3_-0.4.dat,-1,144.53,03,3,-0.4,"['Ag', '0.000000', '2.373503', '-0.200000']","['Ag', '0.000000', '-0.000000', '1.650885']","['Ag', '-0.000000', '0.000000', '-1.250885']","['Ag', '-0.000000', '-2.373503', '-0.200000']",,,
Ag4_-1_03_3_0.5.dat,-1,146.31,03,3,0.5,"['Ag', '-0.000000', '2.373503', '-0.250000']","['Ag', '-0.000000', '-0.000000', '-1.200885']","['Ag', '0.000000', '0.000000', '1.700885']","['Ag', '-0.000000', '-2.373503', '-0.250000']",,,
